viscosity_40c,viscosity_100c,total_acid_number,water_content_ppm,flash_point_c,oxidation_stability,particle_count_4um,iron_ppm,copper_ppm,foam_tendency_ml,color_astm,demulsibility_min
72.74361917708437,12.312670556306333,2.916691222727738,417.4905772831037,194.6083813641422,149.4083523051766,95.01414346058445,40.05728964125037,7.95304170084837,42.60358754726714,5.814658355011339,40.066357426526984
70.26780584537495,10.845846984952615,0.596540797443538,114.18322465956423,202.33949019767786,300.61636136663145,29.812523231863672,11.334196702489352,2.738497814216709,22.03521417320627,2.2817259661977496,10.367142611644102
77.77960187673544,12.695882777474603,1.4701390288115623,247.90042013834193,218.9472041651372,242.08977329304534,60.34933174614406,26.315199777954383,4.980457876575021,35.604094278432115,3.1495941613673692,26.10473015524085
69.24162451175242,10.606348948178153,0.43981127887987664,77.80124569259632,226.8621968559613,263.4622911970466,49.063826912965766,6.4097595702249315,1.390323772043479,39.13243856793167,1.6809542266974753,19.132062977876803
69.70330510327287,10.915897781079988,0.5631291283260168,60.267220307208675,218.61174536771986,286.538502940047,49.01728236411902,15.129484558230995,1.7557871581079196,23.061758344456408,1.9253573726381779,10.879138815944822
62.19250002469548,8.834661221581094,2.3698096293809288,259.77335263879996,197.2106849428323,229.09462480491317,108.10447191817039,37.90154159522123,5.761809987005648,51.13609580815387,2.5772748723098022,33.34058811056477
74.65802591330771,12.394030679582366,1.2539394947535283,199.58239781141037,198.33619157346178,163.97209480340223,75.64783356502902,27.101012915251516,6.6917723488187235,27.53867057708493,3.689605011872504,28.103080969409298
69.59420003288099,9.604708057578634,0.5732975179261481,74.56951049017235,225.1649237933579,269.90663951880066,64.65977774096494,6.6930715772761245,1.518078702292511,21.879321980155527,2.678216855082866,11.30914125436933
70.24731703089297,10.738208200734718,0.36427447691732195,108.03131475030654,227.95985335033882,305.9789192997619,46.08358852306136,5.554665083509489,2.068097645838252,15.303825453190328,1.2229620010152058,19.385738247504307
81.04102001865323,10.486308105613924,1.7635139038071819,166.05328788284245,201.31981717330896,218.8636665620096,59.328814222531705,23.751913095847435,6.44966008289786,37.905491286694954,4.6436914176335655,26.208808051519608
68.68095290365805,10.72684645648873,0.48564876556445885,72.74524173031104,228.85592330382804,285.3345047177169,48.18354967301309,8.975236235473815,2.097712571259238,8.539226961667671,2.5455745462677513,23.038183638101167
67.18711321349679,10.275507187068149,0.4471337996662838,69.94801078787535,212.741919625911,291.6470135208345,19.89831968350278,10.005203070227353,3.2133938304974223,17.91599528474934,1.8546313900977596,18.125843583431088
81.2544094755648,14.13632895390613,2.7017297069498376,267.58116257380925,192.21880262094456,204.9281380690374,151.77641322569133,25.759339170247692,9.10504834635817,65.67245834302832,3.870717397258979,32.193758027417985
71.40872695135779,9.66093733273466,0.43710711088113074,61.382376116131915,234.5067296419644,325.489050052796,65.85789498477374,17.468383243782082,2.473632189360506,22.952989234698833,2.41591381107265,17.121476243636767
58.328633838968294,7.79245491087687,2.781613035122624,254.31683956006015,192.06120580147112,144.5096659490271,76.13281575281405,30.926211877134307,10.596965904936345,58.941573803632785,3.2309972063182144,41.980918510366195
83.89994070666847,11.498413959512867,1.7105498326509707,208.82886636418397,213.04153855741464,146.32736971700388,160.5368058456173,46.57163967847325,8.240496137812283,43.177270719486984,3.5818125597201753,37.497962227377485
74.49262848160585,12.171697917023588,1.7964755176901654,340.90099840772154,199.6735898619965,287.3161787002296,104.96320306567848,39.730947676942115,5.000408901718873,45.07622954825283,3.295920098975287,29.31546817582076
65.39574732378654,9.075554653431613,0.5377961459936874,49.024741557534426,212.61179686585015,296.523238159166,68.09720233122582,12.260872855815954,1.9983922759784312,10.31678643181263,0.934883202106541,11.4146491905781
66.36488715395872,11.114386615755656,0.43240137270256024,82.12357535644423,217.13112544433966,267.60482538634443,52.84345784651946,9.294621002352665,2.264158939332475,10.363250816709359,1.275012200799147,10.441451523563954
58.47445145521438,9.561606689517724,1.939142920754954,242.82732714719566,198.25587319083982,185.84128399058125,75.79629431561557,14.824873078897141,4.805994096081619,24.24565601622016,3.8468997993293086,35.927544274430375
76.42374092079933,12.300192325825812,1.254021292931756,206.30816564413726,212.87949039206993,211.49621386248802,92.92158953848752,23.48834923903562,7.199767010662219,37.943791059780935,4.310255669633004,25.035274070655188
59.88560488457662,9.055358948950655,1.078088552181252,322.44204759028685,193.08216699430432,261.7340319543963,95.89774602702269,35.46507415183714,6.606554584525423,31.705657820990123,3.170723724460136,32.183221407983055
71.69063406093314,10.25377150665615,0.2664427275833372,29.96394277224273,210.62664113546168,298.7773245046014,51.76826759155033,15.243062392848953,2.7673063442603834,27.624012742127853,1.9011947609891586,15.508755755028481
51.65170076958361,6.83853983376431,1.864520256940792,352.1839031686455,195.14135813601274,166.98408466580923,151.10589787851976,33.58076164555776,11.066120464238304,26.536152368012857,3.2340801616462636,25.083739709270247
72.66476802990981,11.030989771110416,0.4246701775661442,125.92886153610377,209.6801105933983,270.10974953478586,66.87043785195344,9.269420832444197,0.6235112060029264,21.794844461945036,2.4662419261351602,11.109674124137268
70.70320360895542,12.670220100192129,2.155942688934144,244.159153564834,181.3807605417864,257.1050019067934,119.25332439269982,14.51212500449904,4.9638337392607665,45.426530944277715,3.8663625323282407,24.864088490527298
70.9951270647315,10.604937125754653,1.5243340267096488,191.6127356678694,211.81223270939185,208.35736989972247,101.89742339895437,18.968127971549823,4.573789025106704,39.43701396778672,3.1862819901660866,30.224638048763325
65.52604601704678,10.535813493675922,0.5273376347944267,51.00119640967495,206.0062396559183,284.865105471851,20.725892096897706,11.993162602706882,2.3540578828484544,7.173232722730052,2.2441253089924476,22.725012378607598
73.85384025720727,11.527626427147116,0.5813296576583077,129.68934737282865,226.2022351703634,318.8974458613888,40.471588002061985,7.962085691902793,0.7852370728263267,28.01052996167965,2.039063751747393,12.377249896934908
67.87974458788099,11.051228962571978,0.43136809243508845,65.9400507946032,208.83733018997762,238.81705505040205,60.56333434226626,7.5271864680489715,1.9286090667660627,12.308016013028793,1.7581136207130004,8.162402703218646
64.38235236874185,7.780304814853702,2.044861599497972,292.0904566999977,172.47206407236848,154.32375323346182,97.11524764553795,31.75286211101575,7.881551134691626,35.584680404734875,4.626061584287228,20.259068614433637
67.44832478681595,11.594388245953931,0.6001927548955195,82.42235996674411,217.64962679887364,268.82779300824654,27.451670983807077,11.352216370130641,1.7187905584805758,39.03207210721674,2.0784405738803864,11.42941030627111
73.0164761289023,12.561128537079425,2.2398372044598047,199.57931133073038,204.14727767315344,182.33666407020743,114.21472787372747,43.00926120237555,5.756069825519299,40.380331938109215,3.245818272293462,35.44978510001986
